,Date,Username,Tweet
0,2022-05-27 10:23:07+00:00,MahaSubhash,Avinash Bhosale: CBI arrests ABIL group chairman Avinash Bhosale in Yes Bank-DHFL scam case | India Business News - Times of India https://t.co/TomjwxwFc2
1,2022-05-27 09:58:51+00:00,timesofindia,"#DHFL-Yes Bank scam case | #AvinashBhosale, promoter of ABIL group of companies produced before Special CBI Court in #Mumbai. CBI seeks his 10-day custody. He was arrested yesterday.
#YesBank #ScamCase"
2,2022-05-27 09:46:50+00:00,LoksattaLive,"साधा रिक्षाचालक ते हेलिकॅाप्टर मालक… सीबीआयने अटक केलेले पुण्यातील अविनाश भोसले आहेत तरी कोण?
https://t.co/YKscnRNOFB
सीबीआयने काल त्यांना अटक केलीय
#Pune #CBI #avinashbhosale #yesbank #DHFL"
3,2022-05-27 09:34:14+00:00,I_AM_AAP,@notdatdeshbhakt @risingsurbhi yes bank aaj v block he mere 40 rs me liye the
4,2022-05-27 09:23:27+00:00,GauNandiSewa,"3600 kg hara chara trolley bought today for 315 injured,  sick gaumata and nandi baba feed.

Help in food &amp; medication

GAU NANDI SEWA TRUST - 80G TAX BENEFITS 
UPI : gaunandisewa@yesbank 
Paytm/Gpay: 9899133399
A/C:920020070587138
IFSC: UTIB0000723
PayPal: gaunandisewa@gmail.com https://t.co/saKwg8tRR1"
5,2022-05-27 09:14:53+00:00,ayushma05359616,@risingsurbhi Yes bank. I entered markets with this stock. Fortunately less investment
6,2022-05-27 09:06:46+00:00,GPottabathni,@ GPottabathni - Tweet - Yes Bank -    No Target set until March - #YESBANK chart on @TradingView https://t.co/U2kcIFIODA
7,2022-05-27 09:06:34+00:00,ImRahulSethi,@risingsurbhi Yes Bank
8,2022-05-27 08:54:52+00:00,Prakash67138409,"@kuttrapali26 Same with Yes Bank, Future group etc..."
9,2022-05-27 08:51:55+00:00,BWPoliceWorld,"CBI arrests Pune based builder and ABIL Group Chairman Avinash Bhosale in Yes Bank-DHFL case
https://t.co/12RMejA0Zi
#CBI #ABIL #avinashbhosale @BWBusinessworld"
10,2022-05-27 08:50:28+00:00,nbalaji7111,@DasShaktikanta @RBIsays @pk63 @RanaKapoor_ @YESBANK @SumitGupta_70 @ajayrajan5 @TamalBandyo Was from you or any of your partners'. You bluntly reply saying you did not call my number. But did any of your partners' call? I need the reply as I have to escalate this accordingly.
11,2022-05-27 08:44:21+00:00,ScarfaceVarun,"@YESBANK i have my form for address change filled. 
What email ID do I send it to?"
12,2022-05-27 08:11:45+00:00,BalajiFinserv,"IF RSI WORKS FOR OVERBOUGHT AND OVERSOLD THEN TATAELXSI OF 550 WOULD NEVER TEST 7000 AND YESBANK OF 600 NEVER GONE TO 13 SO THIS OVERBOUGHT AND OVERSOLD IS JUST A PLAY WITH INNOCENT RETAILERS IN THE MARKET AS PSYCHOLOGY SAYS WHAT MASS PUBLIC FOLLOWS TRAP THEM THEIR ONLY.
NOW FOR"
13,2022-05-27 08:11:18+00:00,the_rich_trader,@SaketS_SayS I am ok with it. When I invested in Yes bank it was diamond 💎 😉
14,2022-05-27 08:04:38+00:00,Agarwal8Ashok,Yes Bank: Buying advisable.
15,2022-05-27 08:04:15+00:00,ramanathan_b,"CBI arrests ABIL group chairman Avinash Bhosale in Yes Bank-DHFL scam case: Officials
Big catch. Choking funding of Sujamal. Avinash bhosale another blue-eyed boy of Kaka https://t.co/vWMzm9UNye"
16,2022-05-27 08:03:27+00:00,24TrendsIndia,"7. Avinash Bhosale

📊 Detailed Stats: https://t.co/FivTpUOTS8
📰 News Related:
Times of India: CBI arrests ABIL group chairman Avinash Bhosale in Yes Bank ...
https://t.co/BkrtXo1tMt"
17,2022-05-27 07:58:44+00:00,Prashan00361520,"@YESBANK Hi 
Tell me what is the main reason my card showing decline"
18,2022-05-27 07:58:44+00:00,IndiaNews24x7,"Who is Avinash Bhosale, the multi-millionaire held by CBI in Yes Bank-DHFL case? - India Today https://t.co/f1biXF5KRh"
19,2022-05-27 07:55:32+00:00,startupnewson9,CBI arrests Avinash Bhosale in Yes Bank-DHFL scam case
20,2022-05-27 07:55:32+00:00,ET_CIO,"Live from #ETCIOAC22
""Hyper automation is not just about introducing RPA. With the kind of data and the scale we have, we are looking to explore how we can use hyper automation for payments."" : @MaheshRama9, CIO, @YESBANK 

#Tech #Conclave #Goa https://t.co/NsPqqPy8l1"
21,2022-05-27 07:48:34+00:00,MediaNGO_org,"CBI Arrests Real Estate Firm Chairman In Yes Bank-DHFL Scam Case

NDTV's Sohit Mishra reports 
https://t.co/g1ch83spUj"
22,2022-05-27 07:41:18+00:00,reallandhq,CBI arrests ABIL group chairman in Yes Bank-DHFL scam case https://t.co/qEpdNNkavT
23,2022-05-27 07:39:13+00:00,YESBANK,"@Prashan00361520 Hi Prashant, thanks for choosing YES BANK Credit Card! You can track your application status: https://t.co/C2lUQ0ODQo"
24,2022-05-27 07:36:37+00:00,amitpatil135,@YESBANK There should be some timeline to let me know when it will be done...what is the issue in updating my address after following process?
25,2022-05-27 07:34:13+00:00,itsyourshamik,"CBI arrests ABIL group chairman Avinash Bhosale in Yes Bank-DHFL scam case: Officials
@nistula 
@suhasinih 
@kdrajagopal 
@fewcan"
26,2022-05-27 07:33:29+00:00,theupdaterpost,"CBI arrests builder Avinash Bhosale in Yes Bank-DHFL Fraud Case, seizes important documents https://t.co/Meyv7lWu07"
27,2022-05-27 07:26:46+00:00,Prashan00361520,"@YESBANK 
Hello 
Kindly update my credit card status ?"
28,2022-05-27 07:26:41+00:00,drvikasm,CBI arrests Avinash Bhosale in Yes Bank-DHFL scam case https://t.co/NNryzRUgLr
29,2022-05-27 07:20:40+00:00,KViijendra,"#Pune के कारोबारी Avinash Bhosle की Yes Bank DHFL Scam में गिरफ़्तारी को लोग NCP प्रमुख शरद पवार का राजनीतिक दबाव पूरी तरह खत्म होने के तौर पर देख रहे हैं। महाराष्ट्र में राजनीतिक गलियारे में चर्चा है कि, पवार को यह बड़ा झटका है। भोसले एक समय सिंचाई विभाग के सबसे बड़े ठेकेदार थे।"
30,2022-05-27 07:17:39+00:00,Buildz_,@YESBANK On website it says minimum age 21 years but there is no option to select birth year after 1996 kindly check screenshot attached https://t.co/N2aBhHba1Y
31,2022-05-27 07:11:30+00:00,kanikagaba0011,"@YESBANK Dear team, kindly expedite the process"
32,2022-05-27 07:07:09+00:00,CNBCTV18News,"RBI Annual Report | RBI transferred Rs 1.14 lk cr to contingency fund in FY22 vs Rs 20,710 cr (YoY). @latha_venkatesh discusses the central bank's annual report details and more with Indranil Pan Chief Economist at @YESBANK https://t.co/oAxzHWnJ86"
33,2022-05-27 07:03:10+00:00,Tenhut4,"@DasShaktikanta Will people ever get back their money who invested in Paytm IPO, LIC ipo, or yes Bank , Future retails and their many more. No they cannot. So we respect your perception but it does not mean you are always right."
34,2022-05-27 07:00:29+00:00,Buildz_,@YESBANK hello i would like to apply for the credit card but the maximum birth year on list is 1996 why??
35,2022-05-27 06:57:08+00:00,namit_jain,@yesbank_victim @UPGovt @MORTHIndia @myogiadityanath @myogioffice @UPSRTCNOIDA @uptransportdept
36,2022-05-27 06:55:33+00:00,aniket123454,@HarshGala0404 @himansh68983397 @NirmalK40059502 @AamAadmiParty @ArvindKejriwal Tabhi sab banks doob chuke hai aaj. Kodion or bhaav par bik rahe hai pnb union uco iob yes bank south Indian bank jk bank. Bas employees aish kar rahe hai.
37,2022-05-27 06:54:14+00:00,GstAhmedabad,CBI arrests Avinash Bhosale in Yes Bank-DHFL scam case https://t.co/KAT9VbHsC6 https://t.co/60CTRPLMkq https://t.co/EDQQ67ELYn
38,2022-05-27 06:47:20+00:00,AbdullahRaaz1,@OO7kakaAli Bengaluru ka yes bank bahut achhi service deta hai https://t.co/yyrPvaEXxz
39,2022-05-27 06:47:08+00:00,SumitGa72397284,"@YESBANK thank you, I’ve decided to close my relation with #yesbank 

#CustomerService #banking https://t.co/9cYJ2wcjwi"
40,2022-05-27 06:44:30+00:00,mayank_pnbe,@YESBANK aadhaar verified at branch  in FEB’22 and after 4 mnth a new excuse that aadhaar mismatch…..
41,2022-05-27 06:43:00+00:00,alwaysFTweets,"The CBI on Thursday arrested Avinash Bhosale, chairman of Pune-based real estate group ABIL group, in an alleged corruption case involving Yes Bank founder Rana Kapoor and Kapil Vadhawan of DHFL, officials said.

#CBI #ABIL #AvinashBhosale #YesBank #DHFLscamecase #instawithAF https://t.co/vJb6fRBoZM"
42,2022-05-27 06:42:19+00:00,ndtvvideos,"CBI Arrests Real Estate Firm Chairman In Yes Bank-DHFL Scam Case

NDTV's Sohit Mishra reports 
https://t.co/YvmBci8dF0"
43,2022-05-27 06:36:57+00:00,MittalAyush97,"Completely disatisfied with the RM behaviour of the Old RajNagar Branch. For any issue always solution cant be is to cordinate with the Customer support
@YESBANK strict action should be taken against such RM's who is ruining the reputation of the bank. 
#poorcustomersupport"
44,2022-05-27 06:30:59+00:00,ndtv,"CBI Arrests Real Estate Firm Chairman In Yes Bank-DHFL Scam Case

NDTV's Sohit Mishra reports https://t.co/qrOGnQWQfL"
45,2022-05-27 06:27:29+00:00,kanikagaba0011,"@YESBANK I am also a banker, never seen staff talking so rudely, this is not the way private bank work"
46,2022-05-27 06:21:47+00:00,jayeshkhubani77,@YaminiChauhan19 @kuttrapali26 Not any company like that but any conditions make company like that ... Like yes bank and Vodafone idea is also good when it's part of nifty 50 part yes bank when it trade around 400..So do your research and read balncesheet every quarterly so you know which company is like that.
47,2022-05-27 06:15:15+00:00,kanikagaba0011,"@YESBANK I need urgent help , poor service at sec 20 branch chandigarh , how can they deduct my 5000 rs charges without even informing and app showed nothing . I want the immediate solution"
48,2022-05-27 06:14:53+00:00,BFSIPost,"Join us in #Chennai!

We are delighted to have with us Saravanakumar Krishnamurthy, SVP Network and Cybersecurity Technology Engineering, @YESBANK joining as a Prestigious Speaker in the 11th NBFC 100Tech Summit.

Register | https://t.co/GkM4h6f9LS
#eletsNBFC #NBFC100 #bfsi #nbfc https://t.co/rnAXk8rTWf"
49,2022-05-27 06:10:00+00:00,MoneylifeIndia,"CBI arrests Pune realtor Avinash Bhosale in YES Bank-DHFL case
https://t.co/dTUOlBDD6b

via Moneylife App. Download Now : https://t.co/oCY4nDLtoz @suchetadalal @Moneylifers @yogtoday"
50,2022-05-27 06:08:09+00:00,kkcindia,CBI arrests Avinash Bhosale in Yes Bank-DHFL scam case https://t.co/7TuHDeKzdo
51,2022-05-27 06:05:00+00:00,timesofindia,"CBI arrests ABIL group chairman #AvinashBhosale in #YesBank- #DHFL scam case 

https://t.co/Kgl6QF92fy"
52,2022-05-27 06:04:18+00:00,cruelcapri,@YESBANK @YESBANK every day getting sms to complete you video KYC but your links are not working
53,2022-05-27 06:01:44+00:00,AryemanBTadka,"CBI arrests builder Avinash Bhosale in Yes Bank-DHFL Fraud Case, seizes important documents https://t.co/s0xWr9xrrV"
54,2022-05-27 06:01:19+00:00,abu_hiya,@PremChaudhary_5 @narendramodi Desh ke bank ghotala karke yes bank band karne majbur kiya gaya..bank ke subidha ke naam pe hazaro karor rupai charge wasula gaya..ujala yojna deke sabko gas thamke subsidy band kardiya gaya..karoro wasula jarahahe..digital india ke naam pe sabko mobile pe lage incoming band..
55,2022-05-27 05:58:19+00:00,krishna_tester,@mayank66333 Not all Long term investors . I am one of the victims of Yesbank and Union bank
56,2022-05-27 05:51:14+00:00,realvikas,@YESBANK आप दिन में 3-4 बार ये लास्ट चांस का SMS भेज रहे हो वो भी एक महीने से तो में पूछना चाहता हूं कि नॉर्मली आप कितने लास्ट चांस देते हो? https://t.co/DZCW1eC4Y7
57,2022-05-27 05:47:03+00:00,malhotrapulkit4,"How many chances are enough chances?

@YESBANK https://t.co/ogs4N9Mhh3"
58,2022-05-27 05:46:46+00:00,DRaj11026259,"Have you observed one thing in Yes Bank case, whenever any of defaulters detained share price move downwards! Am I correct, have you guys also observed it too?

Is it because any recovery concerns?"
59,2022-05-27 05:31:06+00:00,tushardodiyaa,@kuttrapali26 I invested in yes bank thank God atleast I have 12 Rs. Rather than 0.
60,2022-05-27 05:30:30+00:00,LOVE7421,@YESBANK We have not received any update. Pls call other wise provide me solutions
61,2022-05-27 05:28:23+00:00,tushardodiyaa,@AdeParimal Yes bank 🤣🤣🤣
62,2022-05-27 05:26:05+00:00,WavesofIndia,"DHFL-Yes Bank loan Case में सीबीआई ने ABIL के अध्यक्ष अविनाश भोसले को गिरफ्तार किया
#yesbank #DHFL #Thewavesofindia
https://t.co/LtjvTkAGYG"
63,2022-05-27 05:24:49+00:00,santanbarnwal,"#ASKAwaazCash 
I have Yes Bank shares and holding for more than 2 years, should I hold or exit from it"
64,2022-05-27 05:16:01+00:00,rohannsharma,"CBI arrests builder Avinash Bhosale in Yes Bank-DHFL Fraud Case, seized important documents | India News https://t.co/Jw2L66kAPP"
65,2022-05-27 05:13:34+00:00,OrbView,Avinash Bhosale held in Yes Bank-DHFL scam case https://t.co/YrZ9e4F759 https://t.co/D0Qq8Jr3V3
66,2022-05-27 05:13:09+00:00,OrbView,CBI arrests Avinash Bhosale in Yes Bank-DHFL scam case https://t.co/7Ah8gNaWkd https://t.co/mcELTwwhKH
67,2022-05-27 05:10:35+00:00,newsindia123,Avinash Bhosale: CBI arrests ABIL group chairman Avinash Bhosale in Yes Bank-DHFL scam case | India Business News https://t.co/hv6R3uJ3MV
68,2022-05-27 05:03:19+00:00,dna,"#YesBank-#DHFL case: CBI arrests Pune businessman #AvinashBhosle, to be produced in court today

https://t.co/WjTgGFS3AN"
69,2022-05-27 04:59:22+00:00,nandkis09458351,Avinash Bhosale: CBI arrests ABIL group chairman Avinash Bhosale in Yes Bank-DHFL scam case | India Business News https://t.co/vxBttinj6I
70,2022-05-27 04:59:20+00:00,SaketS_SayS,"@the_rich_trader I win, at some point invested in, Yes Bank, idea and PC Jewellers :)

Was ""finding"" out, aur kitna girega -- it was an expensive lesson but I needed it :)"
71,2022-05-27 04:58:02+00:00,vaibhavpavtekar,"@Atulsingh_asan Do not forget yes bank, dhfl"
72,2022-05-27 04:55:27+00:00,The_Shy_Indian,@YESBANK How pathetic is YES Bank can be judged from latest instance. It’s been over a week that I submitted a share transfer request to talaopali branch in Thane to Mr. Shiva and I’m waiting for it to happen. #DISGUSTINGSERVICE
73,2022-05-27 04:45:15+00:00,mytradelogic,"Nifty 200 Stocks
Daily Updates on YouTube
https://t.co/Wi9nAbsViL
.
.
#mytradelogic #trader #business #success #motivation #ratantata #tatagroup #tatasteel #gmr #bhel #pnb #yesbank https://t.co/AFFGNAR8f4"
74,2022-05-27 04:42:26+00:00,aniket123454,@HarshGala0404 @himansh68983397 @NirmalK40059502 @AamAadmiParty @ArvindKejriwal Tu bhrastachaari khub kar aur iss BJP ka saath de taaki 5 star BJP offices aur sarkaari khajane par khub loot mache. Yes bank south Indian bank psu banks psu companies bhrast companies logon ko khoob lootein Feku raaj mein.
75,2022-05-27 04:41:51+00:00,vikelkar,@kuttrapali26 Same story about yes bank that was a darling of stock markets not very long ago.
76,2022-05-27 04:37:59+00:00,YESBANK,"@Prince_Khatter_ Hi Prince, as mentioned earlier kindly DM us your e-mail address and mobile number registered with YES Bank so that we can proceed with the investigation. https://t.co/90lqniGysI"
77,2022-05-27 04:37:49+00:00,nbalaji7111,@DasShaktikanta @RBIsays @pk63 @RanaKapoor_ @YESBANK @SumitGupta_70 @ajayrajan5 You are keeping on saying you are looking into the matter. You have been looking in this matter for a month now. It is high time you stopped looking and finding a resolution for me.
78,2022-05-27 04:35:23+00:00,nbalaji7111,@DasShaktikanta @RBIsays @pk63 @RanaKapoor_ @YESBANK @SumitGupta_70 @ajayrajan5 You have been looking into this matter for a very long time. Please give me a time frame.
79,2022-05-27 04:35:00+00:00,Ainfobuddy,CBI arrests ABIL group chairman Avinash Bhosale in Yes Bank-DHFL scam case – Times of India https://t.co/HeMUgSghuw
80,2022-05-27 04:32:42+00:00,sirimahanthesh,"Avinash Bhosale held in Yes Bank-DHFL scam case

https://t.co/7zKyCVMf4L"
81,2022-05-27 04:32:32+00:00,Gvaaa9,Avinash Bhosale: CBI arrests ABIL group chairman Avinash Bhosale in Yes Bank-DHFL scam case | India Business News https://t.co/wllLuO6PwO
82,2022-05-27 04:32:27+00:00,Chayani86442952,@vaibhavhanduja @ARanganathan72 So you are saying yes bank is shut down great
83,2022-05-27 04:31:08+00:00,Econ101__,CBI arrests Avinash Bhosale in Yes Bank-DHFL scam case https://t.co/1e9cA5XY7b
84,2022-05-27 04:29:16+00:00,Prince_Khatter_,@YESBANK Why are you trying to deduct charges even after your POS has been de-installed.... This is fraud this is the fourth time you are doing so.... Who will pay E NASH return charges.... @RBI Could you please tell @YESBANK to to pay return charges...
85,2022-05-27 04:26:23+00:00,nandkis09458351,CBI arrests ABIL group chairman Avinash Bhosale in Yes Bank-DHFL scam case https://t.co/Ib1EgCOS3c
86,2022-05-27 04:24:47+00:00,Ishantmehta8929,CBI arrests ABIL group chairman Avinash Bhosale in Yes Bank-DHFL scam case – Times of India https://t.co/3fmbPAdJIx
87,2022-05-27 04:17:03+00:00,ZyiteGadgets,CBI arrests Avinash Bhosale in Yes Bank-DHFL scam case https://t.co/H91dxl2I9t https://t.co/qigmJPvhyg
88,2022-05-27 04:15:51+00:00,KhabarSwachh,CBI arrests ABIL group chairman Avinash Bhosale in Yes Bank-DHFL scam case – Times of India https://t.co/7Vit4jvYJL
89,2022-05-27 04:15:01+00:00,TOIBusiness,CBI arrests ABIL group chairman Avinash Bhosale in Yes Bank-DHFL scam case https://t.co/iTDahpw0Pz
90,2022-05-27 04:10:00+00:00,EconomicTimes,Yes Bank-DHFL scam case: CBI arrests Pune realtor and ABIL group chairman Avinash Bhosale | Read more at: https://t.co/A2Bpaq902Z https://t.co/fLOzCaMKJ5
